"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype","ID","lon","lat"
"1605",296,1,"nl","TomTom Traffic Service","en","2016-04-26 08:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 07:59:45",15,"2016-04-26 08:44:00","2016-04-26 08:44:00","probable","active","2016-04-26 07:59:45",601,"C/wyUBm1UQswE/2y/aQKayEC",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1606",297,1,"nl","TomTom Traffic Service","en","2016-04-26 08:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 07:59:45",19,"2016-04-26 08:59:30","2016-04-26 08:59:30","probable","active","2016-04-26 07:59:45",520,"C/wyPxm03woxDv3W/pkKKwM=",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1607",298,1,"nl","TomTom Traffic Service","en","2016-04-26 08:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",3,"2016-04-26 08:59:30","2016-04-26 08:59:30","probable","active","2016-04-26 08:49:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1608",299,1,"nl","TomTom Traffic Service","en","2016-04-26 09:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 07:59:45",24,"2016-04-26 09:13:30","2016-04-26 09:13:30","probable","active","2016-04-26 07:59:45",282,"C/wyKBm0lAoxCv5M/xkMQws=",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1609",300,1,"nl","TomTom Traffic Service","en","2016-04-26 09:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",4,"2016-04-26 09:13:30","2016-04-26 09:13:30","probable","active","2016-04-26 08:49:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1610",301,1,"nl","TomTom Traffic Service","en","2016-04-26 09:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",4,"2016-04-26 09:29:00","2016-04-26 09:29:00","probable","active","2016-04-26 08:49:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1611",302,1,"nl","TomTom Traffic Service","en","2016-04-26 09:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",5,"2016-04-26 09:43:30","2016-04-26 09:43:30","probable","active","2016-04-26 08:49:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1612",303,1,"nl","TomTom Traffic Service","en","2016-04-26 09:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",6,"2016-04-26 09:58:30","2016-04-26 09:58:30","probable","active","2016-04-26 08:49:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1613",304,1,"nl","TomTom Traffic Service","en","2016-04-26 10:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",7,"2016-04-26 10:13:30","2016-04-26 10:13:30","probable","active","2016-04-26 08:49:00",771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1614",305,1,"nl","TomTom Traffic Service","en","2016-04-26 10:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 10:17:30",3,"2016-04-26 10:29:30","2016-04-26 10:29:30","probable","active","2016-04-26 10:17:30",255,"C/wx/hm0Uwo0B/6l/6UMAw==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1615",306,1,"nl","TomTom Traffic Service","en","2016-04-26 10:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",8,"2016-04-26 10:29:30","2016-04-26 10:29:30","probable","active","2016-04-26 08:49:00",519,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1616",307,1,"nl","TomTom Traffic Service","en","2016-04-26 10:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 10:17:30",3,"2016-04-26 10:43:30","2016-04-26 10:43:30","probable","active","2016-04-26 10:17:30",232,"C/wx/hm0Uwo0Bv64/6cLBA==",3,101,"stationaryTraffic",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1617",308,1,"nl","TomTom Traffic Service","en","2016-04-26 10:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",10,"2016-04-26 10:43:30","2016-04-26 10:43:30","probable","active","2016-04-26 08:49:00",583,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1618",309,1,"nl","TomTom Traffic Service","en","2016-04-26 10:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144972584652992","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144972584652992-1","2016-04-26 10:51:00",1,"2016-04-26 10:59:00","2016-04-26 10:59:00","probable","active","2016-04-26 10:51:00",161,"C/wznBm0FCKcC/2bARwjCg==",3,108,"queueingTraffic",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1619",310,1,"nl","TomTom Traffic Service","en","2016-04-26 10:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350912144-1","2016-04-26 10:53:09",1,"2016-04-26 10:59:00","2016-04-26 10:59:00","probable","active","2016-04-26 10:53:09",168,"C/wx0hm0RgopCADwAUcKEQ==",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1620",311,1,"nl","TomTom Traffic Service","en","2016-04-26 10:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",12,"2016-04-26 10:59:00","2016-04-26 10:59:00","probable","active","2016-04-26 08:49:00",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1621",312,1,"nl","TomTom Traffic Service","en","2016-04-26 11:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",12,"2016-04-26 11:14:00","2016-04-26 11:14:00","probable","active","2016-04-26 08:49:00",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1622",313,1,"nl","TomTom Traffic Service","en","2016-04-26 11:29:04","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",12,"2016-04-26 11:29:04","2016-04-26 11:29:04","probable","active","2016-04-26 08:49:00",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1623",314,1,"nl","TomTom Traffic Service","en","2016-04-26 11:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",12,"2016-04-26 11:43:30","2016-04-26 11:43:30","probable","active","2016-04-26 08:49:00",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1624",315,1,"nl","TomTom Traffic Service","en","2016-04-26 11:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",13,"2016-04-26 11:59:30","2016-04-26 11:59:30","probable","active","2016-04-26 08:49:00",722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1625",316,1,"nl","TomTom Traffic Service","en","2016-04-26 12:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 12:07:30",2,"2016-04-26 12:14:30","2016-04-26 12:14:30","probable","active","2016-04-26 12:07:30",555,"C/wyKBm0lAoxCf5f/xsLRAw=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.3483632453462,36.1551755695131
"1626",317,1,"nl","TomTom Traffic Service","en","2016-04-26 12:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",13,"2016-04-26 12:14:30","2016-04-26 12:14:30","probable","active","2016-04-26 08:49:00",722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1627",318,1,"nl","TomTom Traffic Service","en","2016-04-26 12:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 12:07:30",2,"2016-04-26 12:29:30","2016-04-26 12:29:30","probable","active","2016-04-26 12:07:30",623,"C/wyKBm0lAoxCv5M/xkMQws=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1628",319,1,"nl","TomTom Traffic Service","en","2016-04-26 12:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",14,"2016-04-26 12:29:30","2016-04-26 12:29:30","probable","active","2016-04-26 08:49:00",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1629",320,1,"nl","TomTom Traffic Service","en","2016-04-26 12:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",16,"2016-04-26 12:44:00","2016-04-26 12:44:00","probable","active","2016-04-26 08:49:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1630",321,1,"nl","TomTom Traffic Service","en","2016-04-26 12:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",16,"2016-04-26 12:59:00","2016-04-26 12:59:00","probable","active","2016-04-26 08:49:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1631",322,1,"nl","TomTom Traffic Service","en","2016-04-26 13:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",16,"2016-04-26 13:13:30","2016-04-26 13:13:30","probable","active","2016-04-26 08:49:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1632",323,1,"nl","TomTom Traffic Service","en","2016-04-26 13:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-26 08:49:00",17,"2016-04-26 13:29:00","2016-04-26 13:29:00","probable","active","2016-04-26 08:49:00",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1633",324,1,"nl","TomTom Traffic Service","en","2016-04-26 14:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817497792","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817497792-1","2016-04-26 14:54:00",3,"2016-04-26 14:58:30","2016-04-26 14:58:30","probable","active","2016-04-26 14:54:00",170,"C/ww9Rmy7yOCCABKAZYjEg==",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1634",325,1,"nl","TomTom Traffic Service","en","2016-04-26 15:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 15:07:30",1,"2016-04-26 15:13:30","2016-04-26 15:13:30","probable","active","2016-04-26 15:07:30",168,"C/wx/hm0Uwo0B/6l/6UMIwI=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1635",326,1,"nl","TomTom Traffic Service","en","2016-04-26 15:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817497792","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817497792-1","2016-04-26 14:54:00",5,"2016-04-26 15:13:30","2016-04-26 15:13:30","probable","active","2016-04-26 14:54:00",161,"C/ww/xmzWiOBAwA2AK8jEg==",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1636",327,1,"nl","TomTom Traffic Service","en","2016-04-26 15:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-26 15:07:30",1,"2016-04-26 15:29:30","2016-04-26 15:29:30","probable","active","2016-04-26 15:07:30",168,"C/wx/hm0Uwo0B/6l/6UMIwI=",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1637",328,1,"nl","TomTom Traffic Service","en","2016-04-26 16:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350860944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350860944-1","2016-04-26 16:15:30",1,"2016-04-26 16:29:00","2016-04-26 16:29:00","probable","active","2016-04-26 16:15:30",193,"C/wyNxm0oww/DAB8Al4MFA==",3,108,"queueingTraffic",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1638",329,1,"nl","TomTom Traffic Service","en","2016-04-26 16:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899472","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963350899472-1","2016-04-26 16:15:30",7,"2016-04-26 16:29:00","2016-04-26 16:29:00","probable","active","2016-04-26 16:15:30",245,"C/wxEhm0WAosCgHx/+EKFg==",3,108,"queueingTraffic",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1639",330,1,"nl","TomTom Traffic Service","en","2016-04-26 18:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954118003344","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954118003344-1","2016-04-26 18:30:30",1,"2016-04-26 18:44:00","2016-04-26 18:44:00","probable","active","2016-04-26 18:30:30",382,"C/wycRm1vQw+BwAlAJgLMBE=",3,108,"queueingTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1640",331,1,"nl","TomTom Traffic Service","en","2016-04-27 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284185808","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284185808-1","2016-04-27 08:04:34",1,"2016-04-27 08:13:30","2016-04-27 08:13:30","probable","active","2016-04-27 08:04:34",231,"C/wxsRmxEyu+Cv/DAhUjEQ==",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1641",332,1,"nl","TomTom Traffic Service","en","2016-04-27 08:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-27 07:30:00",3,"2016-04-27 08:13:30","2016-04-27 08:13:30","probable","active","2016-04-27 07:30:00",773,"C/wxURm16gw4DAI7/9wLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1642",333,1,"nl","TomTom Traffic Service","en","2016-04-27 08:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284185808","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284185808-1","2016-04-27 08:04:34",1,"2016-04-27 08:28:30","2016-04-27 08:28:30","probable","active","2016-04-27 08:04:34",231,"C/wxsRmxEyu+Cv/DAhUjEQ==",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
"1643",334,1,"nl","TomTom Traffic Service","en","2016-04-27 08:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-27 07:30:00",5,"2016-04-27 08:28:30","2016-04-27 08:28:30","probable","active","2016-04-27 07:30:00",788,"C/wxTBm16gw0DQI8/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144",-5.34838032999317,36.1551614001969
